메뉴1,메뉴2,업소아이디,name,분류코드,category,업소 주소,업소 전화번호,region,latitude,longitude,tag,cluster,cluster2
홍합짬뽕: 10000원,함흥냉면: 9000원,8616,메밀이랑 면이랑,1,한식,서울특별시 강서구 강서로 263-17,02-2691-8585,강서구,37.54925761,126.8352441,"[[특별한 메뉴가 있어요], [양이 많아요], [재료가 신선해요], [매장이 청결해요]]",22,25
돈가스: 4900원,,8968,메운불닭,3,경양식/일식,서울특별시 송파구 위례성대로 18길 28,02-421-2223,송파구,37.51003805,127.1249302,"[[친절해요], [특별한 메뉴가 있어요], [매장이 청결해요], [양이 많아요]]",21,14
마카롱: 2000원,커피: 3000원,9243,면곡당,4,기타외식업,서울특별시 광진구 면목로 17길 24,,광진구,37.57062167,127.0819899,"[[혼밥하기 좋아요], [가성비가 좋아요], [친절해요], [양이 많아요]]",1,21
칼국수: 8000원,물냉면: 8000원,9501,면마루,1,한식,"서울특별시  용산구 신흥로 86, 2층",02-797-3449,용산구,37.54565366,126.985939,"[[재료가 신선해요], [가성비가 좋아요], [친절해요], [특별한 메뉴가 있어요]]",27,9
김밥: 3000원,냉면: 6000원,9487,멸치국수,1,한식,서울특별시  도봉구 해등로 16길 12,02-994-8233,도봉구,37.65623484,127.0405729,"[[가성비가 좋아요], [혼밥하기 좋아요], [양이 많아요], [친절해요]]",13,23
비빔밥: 7000원,멸치국수: 6500원,9620,멸치국수,1,한식,"서울특별시 은평구 은평로 119, 2층",02-359-8988,은평구,37.60054211,126.9209128,"[[가성비가 좋아요], [혼밥하기 좋아요], [양이 많아요], [친절해요]]",24,24
멸치국수: 5500원,비빔국수: 6500원,10344,멸치국수집,1,한식,서울특별시  관악구 과천대로 951,02-583-0957,관악구,37.4755281,126.9812752,"[[가성비가 좋아요], [혼밥하기 좋아요], [친절해요], [양이 많아요]]",29,27
소불고기: 10000원,,10101,명가,1,한식,서울특별시  성동구 무학봉16길 1,02-2292-9294,성동구,37.56135742,127.0313727,"[[재료가 신선해요], [친절해요], [혼밥하기 좋아요], [양이 많아요]]",9,2
탕수육: 20000원,짬뽕: 8000원,9020,명가 중화요리,2,중식,서울특별시 강서구 화곡로 61길 100,02-2658-1959,강서구,37.55844423,126.8470036,"[[혼밥하기 좋아요], [특별한 메뉴가 있어요], [친절해요], [양이 많아요]]",22,25
칼국수: 3000원,물냉면: 4000원,8852,명가손칼국수,1,한식,서울특별시 강동구 풍성로 54길 44,02-547-4495,강동구,37.52765123,127.133075,"[[양이 많아요], [혼밥하기 좋아요], [재료가 신선해요], [매장이 청결해요]]",5,12
된장찌개: 5500원,제육덮밥: 6500원,8314,명가식당,1,한식,서울특별시 구로구 오류로 8길 85,02-2682-0384,구로구,37.49313252,126.8447073,"[[친절해요], [가성비가 좋아요], [혼밥하기 좋아요], [재료가 신선해요]]",8,16
영양돌솥밥: 7000원,"삼겹살(국내산,200g): 11000원",7903,명가영양돌솥밥,1,한식,서울특별시 구로구 구로동로 18길 12,02-858-5977,구로구,37.48809371,126.8852126,"[[혼밥하기 좋아요], [매장이 청결해요], [가성비가 좋아요], [친절해요]]",7,0
추어탕: 8000원,보리밥: 7000원,9668,명가추어탕보리밥,1,한식,서울특별시 성북구 오패산로 6-9,02-916-4443,성북구,37.60340883,127.0379226,"[[친절해요], [가성비가 좋아요], [재료가 신선해요], [혼밥하기 좋아요]]",12,7
소고기국수: 5500원,,9583,명동국수,1,한식,서울특별시 동작구 상도로 41길 12,02-813-0402,동작구,37.50173307,126.9499265,"[[가성비가 좋아요], [혼밥하기 좋아요], [친절해요], [양이 많아요]]",23,20
수제만두얼큰탕: 7500원,수제고기떡만두국: 7500원,9400,명동만두,4,기타외식업,서울특별시 강남구 역삼로 133 지상1층 1호,02-2052-7776,강남구,37.49443888,127.0341574,"[[가성비가 좋아요], [양이 많아요], [재료가 신선해요], [특별한 메뉴가 있어요]]",10,1
냉면: 4500원,칼국수: 4500원,8796,명동분식,1,한식,서울특별시 중랑구 면목로 37길 13,02-437-0845,중랑구,37.57897098,127.0855798,"[[친절해요], [가성비가 좋아요]]",16,11
떡만둣국: 4500원,떡만둣국: 5000원,9195,명동분식,1,한식,서울특별시  도봉구 도당로 13가길 6,02-3493-6553,도봉구,37.66548279,127.0358217,"[[친절해요], [가성비가 좋아요]]",13,23
된장찌개: 5500원,돌솥밥: 6000원,10023,명동분식,1,한식,서울특별시  구로구 디지털로 19길 15,02-867-6646,구로구,37.48044241,126.8898175,"[[친절해요], [가성비가 좋아요]]",7,0
칼국수: 7000원,,10137,명동분식,1,한식,서울특별시  영등포구 영중로 10길 33,02-2677-8514,영등포구,37.51871754,126.9090156,"[[친절해요], [가성비가 좋아요]]",0,15
칼국수: 3500원,"칼제비,수제비: 4000원",8850,명동손칼국수,1,한식,서울특별시 양천구 목동중앙북로 6길 4,02-2644-3999,양천구,37.54825897,126.8650096,"[[가성비가 좋아요], [특별한 메뉴가 있어요], [친절해요], [혼밥하기 좋아요]]",22,25
된장찌개: 7500원,참치김밥: 4000원,9829,명동얼큰수제비,1,한식,서울특별시 중구 남대문로 64,02-752-7649,중구,37.5627659,126.9822168,"[[양이 많아요], [가성비가 좋아요], [친절해요], [혼밥하기 좋아요]]",27,9
한우 등심구이(140g): 45000원,한우 육회(150g): 29000원,9948,명동중앙점 왕비집,1,한식,서울특별시  중구 명동8나길 45 2층,02-776-2361,중구,37.56107511,126.982401,"[[양이 많아요], [특별한 메뉴가 있어요], [가성비가 좋아요], [매장이 청결해요]]",27,9
우렁된장찌개: 8000원,양푼돼지고기김치찌개2인분: 16000원,9465,명동찌개마을 강동구청점,1,한식,서울특별시  강동구 성안로 3길 91,02-476-8987,강동구,37.52736623,127.1249204,"[[재료가 신선해요], [친절해요], [특별한 메뉴가 있어요], [혼밥하기 좋아요]]",5,12
소갈비살: 18000원,왕갈비탕: 12000원,9438,명물갈비,1,한식,서울특별시 서대문구 명물길 43-3,,서대문구,37.55879637,126.9384856,"[[친절해요], [단체모임 하기 좋아요], [양이 많아요], [가성비가 좋아요]]",11,8
백반: 6000원,,9674,명물식당,1,한식,서울특별시  동대문구 답십리로 51길 8-4,02-2212-4039,동대문구,37.57325454,127.0587378,"[[재료가 신선해요], [가성비가 좋아요], [특별한 메뉴가 있어요], [친절해요]]",1,21
라면: 4000원,비빔국수: 7000원,10398,명성김밥,1,한식,"서울특별시 강동구 구천면로 297, 2층 202호",02-477-3707,강동구,37.54641551,127.1339049,"[[재료가 신선해요], [매장이 청결해요], [혼밥하기 좋아요], [특별한 메뉴가 있어요]]",5,12
생오리정식: 13000원,,10324,명지 장수오리,1,한식,"서울특별시 서대문구 모래내로 275, 1층",02-307-8074,서대문구,37.57728509,126.9285886,"[[가성비가 좋아요], [친절해요], [특별한 메뉴가 있어요], [혼밥하기 좋아요]]",11,8
된장찌개: 7000원,명태조림(2인이상): 11000원,9607,명태본가,1,한식,서울특별시  구로구 구로중앙로 19길 20,02-861-0303,구로구,37.49438631,126.8880842,"[[매장이 청결해요], [친절해요], [혼밥하기 좋아요], [가성비가 좋아요]]",7,0
된장찌개: 5000원,김치찌개: 5000원,8324,명품삼겹살점문점,1,한식,서울특별시 송파구 백제고분로 32길 3,02-419-2550,송파구,37.50202952,127.0952918,"[[혼밥하기 좋아요], [양이 많아요], [가성비가 좋아요], [매장이 청결해요]]",15,3
돈까스: 7500원,김치볶음밥: 6000원,9529,모꼬지,1,한식,서울특별시 동작구 장승배기로 155,02-811-1309,동작구,37.51149587,126.9399697,"[[가성비가 좋아요], [친절해요], [혼밥하기 좋아요], [재료가 신선해요]]",19,4
돈까스: 6000원,물냉면: 6000원,9751,모두와돈까스,1,한식,서울특별시 은평구 은평로 197-1,02-389-3855,은평구,37.60187123,126.9295721,"[[가성비가 좋아요], [혼밥하기 좋아요], [친절해요], [재료가 신선해요]]",24,24
고등어구이: 10000원,추어탕: 10000원,9869,모락미반,1,한식,"서울특별시 관악구 관악로 211, A동 1층 3호",,관악구,37.4841859,126.9544667,"[[친절해요], [양이 많아요], [재료가 신선해요], [혼밥하기 좋아요]]",6,19
된장찌개: 6000원,김치찌개: 6000원,8679,모리모리,3,경양식/일식,서울특별시 용산구 한강대로 281,02-702-1441,용산구,37.54336493,126.9721693,"[[특별한 메뉴가 있어요], [친절해요], [재료가 신선해요], [가성비가 좋아요]]",14,13
꼬마김밥: 4000원,모아김밥: 4000원,8393,모아분식,1,한식,서울특별시 강동구 천호대로 191길 6,02-484-7785,강동구,37.5353921,127.1444867,"[[친절해요], [가성비가 좋아요], [혼밥하기 좋아요], [특별한 메뉴가 있어요]]",5,12
김치찌개: 7000원,동태찌개: 7000원,9753,모아식당,1,한식,서울특별시  마포구 월드컵북로 262 시영상가114호,,마포구,37.5720016,126.9012578,"[[혼밥하기 좋아요], [특별한 메뉴가 있어요], [가성비가 좋아요], [친절해요]]",28,22
갈비탕: 6000원,비빔밥: 5000원,8785,모퉁이식당,1,한식,서울특별시 송파구 오금로 59길 2,02-443-1326,송파구,37.49362875,127.1440164,"[[친절해요], [가성비가 좋아요], [양이 많아요], [재료가 신선해요]]",21,14
냉면(물): 5000원,삼겹살: 13000원,1739,목우촌부추삼겹살,1,한식,서울특별시 관악구 남현1길 68-10,02-588-7399,관악구,37.47533958,126.9810899,"[[가성비가 좋아요], [친절해요], [양이 많아요], [고기 질이 좋아요]]",29,27
가정식백반: 5000원,,9022,무릉도원,1,한식,서울특별시 구로구 구로동로 28길 64-12,02-857-2111,구로구,37.490346,126.887695,"[[친절해요], [가성비가 좋아요], [양이 많아요], [재료가 신선해요]]",7,0
삼계탕: 13000원,,9684,무병장수한방삼계탕,1,한식,서울특별시  광진구 자양번영로 65,02-444-9988,광진구,37.5354363,127.0761407,"[[친절해요], [가성비가 좋아요], [양이 많아요], [재료가 신선해요]]",20,6
칼국수: 8000원,,10165,무의도바다손칼국수,1,한식,서울특별시  영등포구 디지털로 407,02-832-0028,영등포구,37.49300393,126.90367,"[[특별한 메뉴가 있어요], [친절해요], [혼밥하기 좋아요], [재료가 신선해요]]",7,0
알탕: 10000원,생선구이정식: 10000원,443,무진장,3,경양식/일식,서울특별시 용산구 원효로 212,02-712-8814,용산구,37.53747293,126.9656648,"[[양이 많아요], [친절해요], [재료가 신선해요], [가성비가 좋아요]]",14,13
된장찌개: 8000원,김치찌개: 8000원,9261,문가네식당,1,한식,서울특별시 강서구 화곡로 61길 64,02-3661-0094,강서구,37.557996,126.8489031,"[[혼밥하기 좋아요], [양이 많아요], [친절해요], [재료가 신선해요]]",22,25
된장찌개: 7500원,김치찌개: 7500원,10297,문정김밥천국,1,한식,서울특별시  송파구 법원로 114 엠스테이트 E동 지175호,02-2283-1255,송파구,37.48605528,127.1210094,"[[재료가 신선해요], [특별한 메뉴가 있어요], [양이 많아요], [가성비가 좋아요]]",21,14
돼지갈비: 13000원,,8647,미각,1,한식,서울특별시 영등포구 가마산로 89길 3-1,02-822-5822,영등포구,37.50478358,126.9214116,"[[특별한 메뉴가 있어요], [매장이 청결해요], [가성비가 좋아요], [재료가 신선해요]]",19,4
선지해장국: 9000원,차돌된장찌개: 9000원,8707,미각,1,한식,서울특별시 서초구 반포대로 28길 8,02-585-9095,서초구,37.49022712,127.0091263,"[[특별한 메뉴가 있어요], [양이 많아요], [친절해요], [가성비가 좋아요]]",2,18
새싹비빔밥 : 6000원,양념돼지갈비(250g): 13000원,9380,미도한우마을,1,한식,서울특별시 강남구 삼성로 38 개포빌딩 108호,02-557-3232,강남구,37.48868793,127.0668453,"[[양이 많아요], [재료가 신선해요], [친절해요], [특별한 메뉴가 있어요]]",15,3
떡볶이: 3000원,,9406,미라클센터,1,한식,서울특별시 송파구 송이로 17길  54-28,02-443-3295,송파구,37.50084201,127.1263027,"[[재료가 신선해요], [매장이 청결해요], [특별한 메뉴가 있어요], [친절해요]]",21,14
삼겹살(200g): 7000원,삼겹살(200g): 8000원,8017,미락 우성,1,한식,서울특별시 성북구 화랑로 25길 13,02-915-3334,성북구,37.60916197,127.0521779,"[[가성비가 좋아요], [친절해요], [양이 많아요], [고기 질이 좋아요]]",25,28
칼국수: 7000원,김치찌개: 7000원,8086,미락식당,1,한식,서울특별시  도봉구 도봉로 110길 68,02-908-7017,도봉구,37.64611597,127.0373748,"[[특별한 메뉴가 있어요], [재료가 신선해요], [양이 많아요], [친절해요]]",13,23
된장찌개: 6000원,청국장: 6000원,10017,미란이식당,1,한식,서울특별시  구로구 고척로 40길 33-3,02-2681-0176,구로구,37.50171058,126.8510339,"[[재료가 신선해요], [특별한 메뉴가 있어요], [가성비가 좋아요], [친절해요]]",8,16
손수제비: 7000원,손칼국수: 7000원,8469,미러칼국수,1,한식,서울특별시 강남구 삼성로 212 지하층 32호,02-501-8748,강남구,37.49961577,127.0659154,"[[매장이 청결해요], [친절해요], [가성비가 좋아요], [재료가 신선해요]]",15,3
비빔냉면: 5000원,물냉면: 5000원,9774,미림분식,1,한식,서울특별시  관악구 호암로 553,02-888-8567,관악구,37.46707438,126.9313465,"[[가성비가 좋아요], [양이 많아요], [친절해요], [재료가 신선해요]]",26,5
후라이드치킨: 17000원,훈제치킨: 18000원,8136,미미치킨,4,기타외식업,서울특별시 서초구 서초대로 108,02-586-7130,서초구,37.48752619,126.9942016,"[[가성비가 좋아요], [매장이 청결해요], [혼밥하기 좋아요], [재료가 신선해요]]",29,27
짬뽕: 6000원,자장면 : 5000원,8097,미성각,2,중식,서울특별시 도봉구 노해로 389,02-996-7766,도봉구,37.65276817,127.0513356,"[[양이 많아요], [가성비가 좋아요], [친절해요], [재료가 신선해요]]",18,10
비빔밥: 3500원,갈비탕: 6000원,8121,미성식당,1,한식,서울특별시 서대문구 통일로 40안길 13-5,02-379-8562,서대문구,37.59085131,126.9436836,"[[특별한 메뉴가 있어요], [친절해요], [매장이 청결해요], [재료가 신선해요]]",4,17
알밥: 6000원,잔치국수: 6000원,9191,미소국수,1,한식,서울특별시 마포구 동교로 27길 62,02-326-5403,마포구,37.5605137,126.9209734,"[[매장이 청결해요], [특별한 메뉴가 있어요], [가성비가 좋아요], [재료가 신선해요]]",28,22
된장찌개: 9000원,순두부: 9000원,9702,미소마을,1,한식,서울특별시  서초구 강남대로 41길 18,02-584-9199,서초구,37.48710912,127.0314897,"[[가성비가 좋아요], [친절해요], [재료가 신선해요], [양이 많아요]]",10,1
아침국밥: 3000원,청국장: 7000원,9593,미소분식,1,한식,"서울특별시 강동구 성내로 3가길 7, 1층",02-474-2884,강동구,37.53088253,127.1232394,"[[재료가 신선해요], [양이 많아요], [혼밥하기 좋아요], [매장이 청결해요]]",5,12
물냉면: 6000원,갈매기살(400g): 18000원,9662,미스터 갈매기,1,한식,"서울특별시  서대문구 세검정로 1길 126, 1층",02-391-0776,서대문구,37.59579976,126.9464363,"[[친절해요], [재료가 신선해요], [특별한 메뉴가 있어요], [양이 많아요]]",4,17
자장면: 5000원,,10357,미스터왕,2,중식,"서울특별시  중랑구 신내로 225, 디아뜨갤러리 113호",02-3423-3318,중랑구,37.61696711,127.0913608,"[[혼밥하기 좋아요], [특별한 메뉴가 있어요], [재료가 신선해요], [가성비가 좋아요]]",16,11
